URL,Headline,Channel,Status,Matched Keywords,Views,Likes,Publish Date
https://www.youtube.com/watch?v=xBB9Y2qgXag,WHY JIMIN'S LUXURY BRAND POWER IS ESSENTIAL FOR HYBE'S FUTURE,Asia Pop Central ,Irrelevant,,1508,134,13 Feb 2026
https://www.youtube.com/watch?v=l9FxZFBChhA,總裁認定妻子害死親妹，讓懷胎八月的她跪在雨中7天7夜贖罪！恨之入骨他虐妻成癮，怎料得知她流產慘死的消息，一向冷傲的他紅著眼跪在墓前乞求她回來！#星落化成冰霜#短劇 #drama #霸總 #追妻火葬場,桃夭剧场TopLove,Irrelevant,,12985,149,13 Feb 2026
https://www.youtube.com/watch?v=blPqDyJAHbE,"Reborn, I stopped vying with real heiress, yet she and her 3 brothers spoiled me, and CEO loved me!",Nana Drama,Irrelevant,,30732,529,13 Feb 2026
https://www.youtube.com/watch?v=cE6yt7CxR_M,她偏寵養子18年趕走親兒，最後卻他被親手送進精神病院慘死！睜眼重生歸來，她看穿一切真相當場斷親，將忽視18年的兒子立為首富繼承人，改寫命運！#重回那年,燚棠短剧NO1SHORTFILM,Irrelevant,,8112,71,13 Feb 2026
https://www.youtube.com/watch?v=XuV3N4pX8ns,真千金認親第一天就被親媽當小三趕出門；重生後她利用預知翻身成富豪，全家卻按她預言一個個破產 #大女主 #爽劇 #逆襲 #親情 #復仇,霸霸追爽劇ShortTV,Irrelevant,,15048,209,13 Feb 2026
https://www.youtube.com/watch?v=YBzzmuar5e0,數百名士兵欲欺壓小夥，哪料小夥僅用一招將他們全部擊倒！  #爽文 #古装  #胡歌 #cdrama,中剧影视,Irrelevant,,7853,104,13 Feb 2026
https://www.youtube.com/watch?v=ADanYbc0gZY,丈夫瞞著妻子在外偷偷養情人，怎料情人竟膽大包天找上妻子，上門挑釁！#出軌 #狗血 #家庭倫理,真情劇場,Irrelevant,,4172,14,13 Feb 2026
https://www.youtube.com/watch?v=DDDRYZqZU2I,“Still Bullish Gold”,Goldman Sachs,Irrelevant,,16432,0,13 Feb 2026
https://www.youtube.com/watch?v=EoPfcInUgiw,窮小夥意外獲得可以預知未來的日記，靠日記找到價值上億的翡翠，直接從窮小夥逆襲成大富豪，實現財富自由也太爽了！,暴爽追剧CoolMovie,Irrelevant,,2612,24,13 Feb 2026
https://www.youtube.com/watch?v=48jo954DYgI,前世我到死才知所有的恩愛都是渣男的謊言，重生後，我不哭不鬧默默看著渣男演戲，下一秒一個舉動讓他和心機女跪地求饒！| 我爱的人，伤我最深 #追妻火葬場 #霸总 #爱情 #短剧,怦然放映室,Irrelevant,,20994,233,13 Feb 2026
https://www.youtube.com/watch?v=2gXGndem6KM,The 60-Day Dating Plan That Actually Works | How Do We Manage?,How Do We Manage? Podcast,Irrelevant,,11,0,13 Feb 2026
https://www.youtube.com/watch?v=2vIn2T7C0i8,45歲賣魚婦遭逆子羞辱驅趕，轉身恢復記憶竟是失蹤三十年陸氏千金！儒雅未婚夫鼎力相助，她重掌商業帝國斷絕母子情——這一劍，劈開三十年錯位人生！#短劇  #家庭倫理 #女性覺醒  #手撕逆子,柚柚短劇社,Irrelevant,,2231,14,13 Feb 2026
https://www.youtube.com/watch?v=tWIdRUm54xM,【FULL】前世，我為了妻子甘願放棄一切，她卻聯合情夫陷害我害我入獄慘死，意外重生，我提前佈局，把他們送進監獄狠狠報復，讓這對狗男女自食其果！ #短劇 #逆襲 #爽文 #王权剧场,王权剧场King's Theatre,Irrelevant,,3217,31,13 Feb 2026
https://www.youtube.com/watch?v=CTEyQduKEDc,തിരുവിതാംകൂർ ദേവസ്വം ബോർഡ് Exam date വന്നു,CC General PSC,Irrelevant,,847,18,13 Feb 2026
https://www.youtube.com/watch?v=xRspbnmKNQg,They choose to drop this opportunity with you because they know it’s wrong (tarot card reading),VAL333TAROT,Irrelevant,,355,0,13 Feb 2026
https://www.youtube.com/watch?v=KKgf5HNaCVo,妹妹嫉妒我嫁得好，我講渣男拱手相讓，殊不知她看不上的才是潛力股！#短劇 #短劇推薦 #drama #逆襲 #愛情,暮暮短剧,Irrelevant,,4443,75,13 Feb 2026
https://www.youtube.com/watch?v=NtO-8qHhRWs,女總裁只帶個剛認回家的鄉下弟弟搶救首富，怎料他是隱世醫王殿主，1招讓病危首富恢復如初，女總裁姐弟情瞬間變質！#爽劇 #逆襲 #反轉 #短劇 #drama #男頻 #爽文,爽劇放映廳,Irrelevant,,878,9,13 Feb 2026
https://www.youtube.com/watch?v=9TACqdsGvOw,Friday the 13th Compilation,Geeky Tidbits,Irrelevant,,35,1,13 Feb 2026
https://www.youtube.com/watch?v=8GTy0Hlg4rQ,♊Gemini: You Planned This But Things Are Moving Faster Than Planned!| Feb 2026 Tarot,Ten of Cups Tarot,Irrelevant,,402,0,13 Feb 2026
https://www.youtube.com/watch?v=FlYWYC9tzdI,♉Taurus: When This Is Revealed You Stop Playing Small!| February 2026 Tarot,Ten of Cups Tarot,Irrelevant,,6179,0,13 Feb 2026
https://www.youtube.com/watch?v=BgVf3M_1nMM,Real Housewives Star Jill Zarin Fired for Bad Bunny Super Bowl Rant - Andy Cohen Responds,Nana Celeb,Irrelevant,,739,13,13 Feb 2026
https://www.youtube.com/watch?v=sOvTT3HFbaU,EAST COAST SEVERE WEATHER UPDATE | FRI 13 FEB 2026,Oz Industries Forecasting,Irrelevant,,77,0,13 Feb 2026
https://www.youtube.com/watch?v=wb4FfE9mGQQ,父親欠下鉅款逃出國，母親憑靠智慧和勇氣保護自己和女兒，反擊丈夫，最終送丈夫入監獄，抱頭痛苦悔不當初！,凤鸣剧场,Irrelevant,,222,0,13 Feb 2026
https://www.youtube.com/watch?v=fc3wIKURWdg,The Awkward Handshake Ep. 6: Values Matching: What Silence Costs in Business,Sensible Woo,Irrelevant,,4,0,13 Feb 2026
https://www.youtube.com/watch?v=U6_qc4BfUm8,【全集】妻子提前回家，竟看見閨蜜從臥室走出，當場崩潰大罵狗男女，丈夫嚇傻！ #陈晓 #王子文,微糖短剧,Irrelevant,,15290,69,13 Feb 2026
https://www.youtube.com/watch?v=3HWYmjS_5Cw,"Gagal kencan, dia menikah dengan CEO teman sekelas 10 tahun tak jumpa—ternyata dia mencintainya!",Drama Pendek Dora,Irrelevant,,330317,3949,13 Feb 2026
https://www.youtube.com/watch?v=EYsje1KdzKY,💖【Full Movie】風暴中心 08！ 💖#都市 #愛情 #戀愛 #甜寵 #楊冪 #張彬彬 #趙露思 #肖戰 #中國電視劇 | 歡迎訂閱,Sugar Moments-糖心时刻,Irrelevant,,434,3,13 Feb 2026
https://www.youtube.com/watch?v=oKgNJk1XZt0,她一睜眼穿成惡毒將軍夫人，為了苟命她抱緊夫君大腿，沒想到竟意外激活電器空間，憑藉冰箱高壓鍋解決軍營斷糧危機成军营团宠，回京後利用現代科技打臉虐渣打臉，成誥命夫人榮寵一世！#古装言情 #重生复仇 #穿越,青鸾枕夢劇,Irrelevant,,24743,445,13 Feb 2026
https://www.youtube.com/watch?v=PMZYeBHmoXE,我是總裁白月光的替身，2年來恪盡職守，但絕不走心，可是正主回歸那天我才發現，總裁好像一直愛的都是我#甜宠,追劇鴨,Irrelevant,,152607,3097,13 Feb 2026
https://www.youtube.com/watch?v=RafOHkk_eJw,India Played It Smart! Russia Back To Dollar? Putin’s Oil Offer To Trump Rattles EU & China | Kinjal,World Affairs by Unacademy,Irrelevant,,282716,7364,13 Feb 2026
https://www.youtube.com/watch?v=dBY1tMIEa-8,[Multi SUB] ｜穿越成修仙废柴，激活神农系统，靠种田逆天改命！别人用法术，他用粪便，别人抱大腿，他养鱼，稻鱼共生震惊宗门，！#剧能充电站 #MiniDrama#精彩大陆短剧,剧能充电站,Irrelevant,,13439,186,13 Feb 2026
https://www.youtube.com/watch?v=xapujjse7-E,Facts About Money | The Elly Twineyo Show Ep 22,The Elly Twineyo Show,Irrelevant,,46,0,13 Feb 2026
https://www.youtube.com/watch?v=fd-Urw2vL7M,窮小夥失手一掌劈開白衣女子的外衣，怎料竟陰差陽錯助她覺醒強勁真氣，被當場認出他是隱世仙尊求著以身相許雙修逆襲成為無上仙人！#精彩短劇#中國電視劇#男頻 #短劇 #窮小子 #女總裁 #逆襲,風嘯短劇WindShort,Irrelevant,,21356,138,13 Feb 2026
https://www.youtube.com/watch?v=2IFj1yM7xpw,BREAKING: Global Silver Shortage Reaches CRITICAL Levels (Supply Crisis 2026),Economic Shadows,Irrelevant,,39,1,13 Feb 2026
https://www.youtube.com/watch?v=EyXv_7gAJIg,총체적 난국(변태성욕+고학력 나르시즘+도파민중독)이 초래한 홍콩 엽기살인사건,디바제시카DeevaJessica,Irrelevant,,122137,2329,13 Feb 2026
https://www.youtube.com/watch?v=fA07lukqSmw,Love Me Tender - MM,Claudia Nash Music,Irrelevant,,250,36,13 Feb 2026
https://www.youtube.com/watch?v=DhYPF9gMf3c,"Humilhada por Colega no Trabalho, Ela Revida e Revela Ser a Esposa do Presidente - Destino Drama",Destino Drama,Irrelevant,,12862,96,13 Feb 2026
https://www.youtube.com/watch?v=C8tl0_qlBf8,七年無性婚姻，她以為丈夫是丁克，直到情人頂著孕肚出現，她才徹底明白一切。她簽下離婚協議結束這一切，他卻死纏爛打悔不當初！#短劇 #追妻火葬場,星夢短劇ReelShort,Irrelevant,,86542,779,13 Feb 2026
https://www.youtube.com/watch?v=T5ymCAVzO54,【Daily life in Japan】Mom of 6 kids | Weekdays Routine | 38 years old mom's real life |,Mom of 6 Japan,Irrelevant,,33040,3226,13 Feb 2026
https://www.youtube.com/watch?v=haEW5yWEoes,LIVE STREAM: RUSD Board Meeting 2-12-2026,Riverside Unified School District Board Meetings,Irrelevant,,1238,10,13 Feb 2026
https://www.youtube.com/watch?v=YJY6QYu_RHU,"IT'S OVER $690 Low! Norway Silver NOK 793.38 Today – ""Low of 697.72"" Last Week - High of 793.38!!",Jon Silver Guy,Irrelevant,,800,33,13 Feb 2026
https://www.youtube.com/watch?v=9DAG11d-ZaA,The Wizard of Oz on The CineClub Podcast,SparkSunderland,Irrelevant,,33,1,13 Feb 2026
https://www.youtube.com/watch?v=ltRGjN5nalE,"S7 E387 Praveen Kakulte, Founder & CEO, The POWERCON Group",The Brand Called You,Irrelevant,,303,25,13 Feb 2026
https://www.youtube.com/watch?v=XAf2XPU4bZw,重生回到真千金回家這天，假千金的她拒絕雌競，歸還家產主動讓位，一句「姐姐」哄得全家偏愛不減，依舊被3個哥哥寵上天，還順手拿下真愛，躺贏人生越過越爽#爽文#甜宠,追劇鴨,Irrelevant,,295353,7402,13 Feb 2026
https://www.youtube.com/watch?v=Qs1JzAUrjOA,Discussing Walther Pistol Evolution From P99 To PDP With Jay (No Range Time Edit),Misha,Irrelevant,,90,14,13 Feb 2026
https://www.youtube.com/watch?v=oJ7kjTTmDPk,Most IMP Questions | महा REVISION PHYSICS-1 | One Shot Revision | HSC BOARD-2026 | MUKESH SIR #hsc,Physics Gyaan Mukesh Nayak,Irrelevant,,47518,1691,13 Feb 2026
https://www.youtube.com/watch?v=YWdVJ38Ley8,被親妹妹頂替身份，當眾羞辱、百般虐待！真千金淪為笑話，当身份曝光後，她決心復仇，誓要讓曾經害她之人，付出應有代價！｜《踹翻渣男后，首富千金马甲藏不住了》全集#短剧  #复仇  #短剧  #短劇 #重生,傾城短劇場,Irrelevant,,1723,15,13 Feb 2026
https://www.youtube.com/watch?v=WCctwB3shMU,COMMANDING THE DAY MIDNIGHT PRAYER | Supernatural Exceptional Speed | Dr. Paul Enenche,Worship Of God's People Int Ministry ,Irrelevant,,196,6,13 Feb 2026
https://www.youtube.com/watch?v=RQ6V9A2Uakk,TE dane pokazują TĄPNIĘCIE w Rosji. Dlatego kusi TRUMPA? - 13.02,Wojciech Jakóbik - Energy Drink,Irrelevant,,4267,346,13 Feb 2026
https://www.youtube.com/watch?v=PcXIvrTChAs,REQUIREMENT ANALYSIS AND SPECIFICATION-2|Object Oriented Software Engineering |SNS INSTITUTIONS,Gulshan Asif,Irrelevant,,2,0,13 Feb 2026
https://www.youtube.com/watch?v=VTZt9kxlPEc,Actor Rajpal Yadav -  Rajpal Yadav ने Jail जाने से पहले किया था ये खुलासा !!,Crime Tak,Irrelevant,,46881,759,13 Feb 2026
https://www.youtube.com/watch?v=CQ08lnQGZW8,REQUIREMENT ANALYSIS AND SPECIFICATION-1|Object Oriented Software Engineering |SNS INSTITUTIONS,Gulshan Asif,Irrelevant,,1,0,13 Feb 2026
https://www.youtube.com/watch?v=57YR_oESSHE,"Genius Doctor Accidentally Reborn As Dumped Orphan—Finish Surgery All Experts Fail In 1s,Fate Twist!",Juno Bless,Irrelevant,,17625,209,13 Feb 2026
https://www.youtube.com/watch?v=QCwjunLsxm0,"🔥Reborn as a loser, I become invincible by farming,all girls love me!#emotion #cdrama",Leo Thearter,Irrelevant,,22922,372,13 Feb 2026
https://www.youtube.com/watch?v=iCc74mCAxsI,"KAI, KF-21 예산 삭감 후폭풍…차입 '2배 폭증'",IB토마토,Irrelevant,,4292,13,13 Feb 2026
https://www.youtube.com/watch?v=A3tocZQYP-Q,L’Espagnolette – Michael Praetorius | 3-Part Guitar Ensemble,Joel Woods,Irrelevant,,94,8,13 Feb 2026
https://www.youtube.com/watch?v=ZD4ez1VyVPA,Aquarius ♒️ they’re back to acting like an immature child with you (Aquarius tarot card reading),VAL333TAROT,Irrelevant,,189,0,13 Feb 2026
https://www.youtube.com/watch?v=-_kaCiiRVW4,Capricorn ♑️ they’re really good at being this deceptive (Capricorn tarot card reading),VAL333TAROT,Irrelevant,,326,0,13 Feb 2026
https://www.youtube.com/watch?v=PosyNjUU1A0,Sagittarius ♐️ they’re going through hell not dropping this about you (Sagittarius tarot reading),VAL333TAROT,Irrelevant,,342,0,13 Feb 2026
https://www.youtube.com/watch?v=osf3xkonahg,Scorpio ♏️ they’re going to be of injustice towards you to get what they want  (tarot reading),VAL333TAROT,Irrelevant,,311,0,13 Feb 2026
https://www.youtube.com/watch?v=Rp2iZ1HUutg,驚傳中南海大妥協：五大戰區噤聲、紅二代施壓？胡春華被暗定接班的關鍵時刻| ByBy,ByBy,Irrelevant,,6537,84,13 Feb 2026
https://www.youtube.com/watch?v=6GahTBMJukU,Libra ♎️ they know what they’re doing to you (Libra tarot card reading),VAL333TAROT,Irrelevant,,572,0,13 Feb 2026
https://www.youtube.com/watch?v=bzXDHUoUT7Y,Taurus ♉️ they think treating you this way is right for them (Taurus tarot card reading),VAL333TAROT,Irrelevant,,229,0,13 Feb 2026
https://www.youtube.com/watch?v=VQtDJh9AJGA,Gemini ♊️ they’re really happy a lot got revealed (Gemini tarot card reading),VAL333TAROT,Irrelevant,,508,0,13 Feb 2026
https://www.youtube.com/watch?v=s-GWF8H5_3w,Aries ♈️ they’re going to keep trying to deceive you (Aries tarot card reading),VAL333TAROT,Irrelevant,,278,0,13 Feb 2026
https://www.youtube.com/watch?v=-qjHy7Ajx7g,Pisces ♓️ they thought they could bank off of you and it backfired on them (pisces tarot reading),VAL333TAROT,Irrelevant,,725,0,13 Feb 2026
https://www.youtube.com/watch?v=VDl7MTf6EYI,一口氣看完！京圈豪門一姐為登繼承人之位隱藏身份潛伏一年，任渣男白蓮肆意嘲弄，最後一日當眾亮明身份，脚踩渣男，讓負心人與白眼狼親戚跪地求饒，強勢登頂掌權！《一姐出擊，專治婚鬧》#260213mm,熊貓劇場,Irrelevant,,64195,1122,13 Feb 2026
https://www.youtube.com/watch?v=UHZRxQdrf6I,少女天生對男人過敏，18歲生日這天被閨蜜送帥哥機器人當禮物，怎知他竟是暗戀多年的總裁僞裝，一吻失控再不讓她逃避！#shortdrama #CEO #romantic#一口气看完,烈焰短劇ShortTV,Irrelevant,,5272,81,13 Feb 2026
https://www.youtube.com/watch?v=9nG5CgffEJc,窮小夥意外覺醒透視超能力，既能看透地下萬物、輕鬆尋寶藏，還能隔空取物，從此財運爆棚，金錢美女享之不盡！# 爽劇 #透視異能 #逆襲,歸來短劇社,Irrelevant,,2276,15,13 Feb 2026
https://www.youtube.com/watch?v=tr4BlEaI-qY,BSNL 3rd PRC approved BSNL Board किया?? |  BSNL 3rd PRC News Today 2026 | BSNL 3rd PRC Latest News,Tech Support by Sk,Irrelevant,,3348,90,13 Feb 2026
https://www.youtube.com/watch?v=KckTzBtt9uM,PICK•• NEXT 48-72 HOURS ⏰️ ENERGY CHECK-IN 🪄 WHAT'S COMING NEXT FOR YOU || TIMELESS,222 Tarot,Irrelevant,,19983,1428,13 Feb 2026
https://www.youtube.com/watch?v=_oc1I4WxBrU,Iron Condor Losses Wiping You Out? Try This Instead,Aeromir,Irrelevant,,393,8,13 Feb 2026
https://www.youtube.com/watch?v=x_ShBIW9cJA,Cybersecurity Insights | AQSEC Perspective Episode 4 | ITCN Asia Lahore 2026,AQSEC,Irrelevant,,30,4,13 Feb 2026
https://www.youtube.com/watch?v=P_vmTZdTk6k,GD/असिस्टेंट प्रोफेसर/TGT/TPGT |BPSC4.0|जूनियर | POLITICAL SCIENCE| CIVICS| practice17| RAMAKANT SIR,Exam सदन ,Irrelevant,,423,42,13 Feb 2026
https://www.youtube.com/watch?v=2BvJWzTbavw,"Rain Sounds in a Cozy Forest Bedroom ☔| No Music, Pure Sleep Sounds for Deep Sleep",chuva suave,Irrelevant,,223,0,13 Feb 2026
https://www.youtube.com/watch?v=WZW7AQ9jRP4,AI in Warfare: Why America CAN'T Afford to Wait | Pentagon Drama + Simultaneous Sip,"David Hawkins ""The Second Sip""",Irrelevant,,143,2,13 Feb 2026
https://www.youtube.com/watch?v=Tfd8qLqTPi8,Live Q&A With the Chairman of Parliament on 15 Pisces 0010,Asgardia Space Nation,Irrelevant,,65,6,13 Feb 2026
https://www.youtube.com/watch?v=Cq-TfusE0Gw,[Multi SUB] （全集）死神战力天花板，接任务碰上她。他护她躲暗杀、破系统、怼高层，才发现这是轮回百年前被他弄丢的爱人。管理局不同意？那就换个管理局#最火短剧推荐 #短剧全集 #精彩大陆短剧,逆天剧场,Irrelevant,,2455,24,13 Feb 2026
https://www.youtube.com/watch?v=NFDpqYwivZk,MLF | Week-1 | Session-1,ML Foundations,Irrelevant,,605,19,13 Feb 2026
https://www.youtube.com/watch?v=IlQsMWxOPkE,Дороги под присмотром,QYZYLORDA TV / Қызылорда телеарнасы,Irrelevant,,346,1,13 Feb 2026
https://www.youtube.com/watch?v=l337IB_TjIY,💔Whole family listened to my inner thoughts! Unloved girl became a heartthrob!#chinesedrama,Revenge Movie,Irrelevant,,266715,6180,13 Feb 2026
https://www.youtube.com/watch?v=mMJneojbnfU,Жол қауіпсіздігі – басты назарда,QYZYLORDA TV / Қызылорда телеарнасы,Irrelevant,,50,1,13 Feb 2026
https://www.youtube.com/watch?v=fykB7u1VvMI,"February 13 - Choose Peace, Not Payback: How to Handle Conflict God's Way 🕊️",Daily Flow with Henry ,Irrelevant,,20,5,13 Feb 2026
https://www.youtube.com/watch?v=VJwDbnga3J8,"""Something Big is Happening” - This Viral Article Said What We All Know Out Loud",Kyle Balmer | AI with Kyle,Irrelevant,,3285,70,13 Feb 2026
https://www.youtube.com/watch?v=JUo3YkvmO4E,"CRIMEAPPLE x Evidence - ""Roy"" (official Audio)",Yes I'm Evidence,Irrelevant,,998,38,13 Feb 2026
https://www.youtube.com/watch?v=WBAErAbeKZk,"[HARD] Lil Double 0 x Baby Walkdown Sample Type Beat ""Here I Am""",B.P.M Beatz,Irrelevant,,107,7,13 Feb 2026
https://www.youtube.com/watch?v=LG-hJAQh02A,"Nick Phoenix on Two Steps From Hell, Sampling and Rock Music | Interview",Epic Score,Irrelevant,,327,29,13 Feb 2026
https://www.youtube.com/watch?v=KZwWAn-zqwo,"Ray Dalio: JP Morgan Just Predicted $6,300 Gold (Here's What You Must Own)",Dalio Finance Academy,Irrelevant,,20,0,13 Feb 2026
https://www.youtube.com/watch?v=OZ3zI1aq0GQ,Moonrise Stardust ,Joey Hewie,Irrelevant,,11,1,13 Feb 2026
https://www.youtube.com/watch?v=OJUSVEM5qRk,'Tis Sweet to Sing the Matchless Love (tenor),Christine Hancock,Irrelevant,,1,0,13 Feb 2026
https://www.youtube.com/watch?v=g7UnqX6T3a0,'Tis Sweet to Sing the Matchless Love (alto),Christine Hancock,Irrelevant,,4,0,13 Feb 2026
https://www.youtube.com/watch?v=SBYbEvHzbQ0,'Tis Sweet to Sing the Matchless Love (bass),Christine Hancock,Irrelevant,,9,0,13 Feb 2026
https://www.youtube.com/watch?v=GkxkgmZv_sY,Learn English through Stories Level 3⭐ His Night Secret - Improve your English | English Audio Story,English Storyland,Irrelevant,,14205,427,13 Feb 2026
https://www.youtube.com/watch?v=Tz10xV07YXo,Wisdom Wizards Have Access To Anointed Portals After Defeating Wicked Witches,"Amalgam Divinity Glo, LLC",Irrelevant,,28,0,13 Feb 2026
https://www.youtube.com/watch?v=9wn_ZJW3FBQ,"Pengemis Ternyata Tabib Dewa Turun Gunung, Satu Jarum Sembuhkan Penyakit Malu Para Kakak Senior",Gado-Gado Clips,Irrelevant,,8846,27,13 Feb 2026
https://www.youtube.com/watch?v=mw30elzGl_Y,EVOLUTION: Brock Faber Chasing 20 Goal Season | Has Quinn Hughes Unlocked A New Brock Faber?,Locked On Wild,Irrelevant,,723,34,13 Feb 2026
https://www.youtube.com/watch?v=lilI3HfKNE0,Black Series Cantina 88 - Please Break Glass Incase of Ken (2/7/25),Black Series Cantina,Irrelevant,,94,4,13 Feb 2026
https://www.youtube.com/watch?v=fgyKR-TWtoE,Sunday school  future generation,Elizabetb Dauda,Irrelevant,,2,1,13 Feb 2026
https://www.youtube.com/watch?v=qj5mwE-ykKA,CANCER Destiny Maker…Your Next Steps will decide your Future *Love Match & New Job Opportunity*,Rose Burnett,Irrelevant,,600,86,13 Feb 2026
https://www.youtube.com/watch?v=JMntUGfrNQ8,HPD investigating complaints about Queens affordable housing program homes,CBS New York,Irrelevant,,11542,126,13 Feb 2026
https://www.youtube.com/watch?v=gg7eMZqLhd0,刘润铭＆赵安第 | 她身缠霉运竟邂逅主神大佬，前世分离今生纠缠，男主装失忆虐妻，觉醒后疯狂赎罪太爽了！[MULTI SUB | FULL] #MiniDrama #精彩大陆短剧,浪漫短劇社Romantic Drama,Irrelevant,,54945,967,13 Feb 2026
https://www.youtube.com/watch?v=GnEY-yKYS18,Lightworkers PURGING Right Now💫 Here's Why #tarot #message #spirituality,Mystic 1 Oracle Tarot,Irrelevant,,8,1,13 Feb 2026
https://www.youtube.com/watch?v=GqUlPqOZVoc,Quick P2w Rage Quit 😡🎮,ENDZEM,Irrelevant,,640,22,13 Feb 2026
https://www.youtube.com/watch?v=ZVRDnOspNmk,她一睜眼穿成團寵文中結局悽慘的假千金，她表面扮演惡毒女配內心吐槽全世界，卻不想全家竟能聽到她心聲，漸漸的原本該厭惡她的家人紛紛倒戈寵她，所有人設逐漸崩塌、劇情徹底跑偏，她莫名其妙混成團寵了！。#甜宠,劇好追,Irrelevant,,93645,2430,13 Feb 2026
https://www.youtube.com/watch?v=-6cy3mbO_uQ,Beter Uhi - Fiji Suva Mission Vanuatu (2006 to 2008),Beter Kelifod Uhi,Irrelevant,,26,0,13 Feb 2026
https://www.youtube.com/watch?v=bPUtvpNNQG8,"Tumbler Ridge victims identified | CTV News Vancouver at Six for Feb. 12, 2026",CTV News,Irrelevant,,32017,148,13 Feb 2026
https://www.youtube.com/watch?v=DWdO3duMNII,NASDAQ 100 / Elliott Wave Daily Update 2/12/2026 by Michael Filighera,Michael Filighera,Irrelevant,,278,18,13 Feb 2026
https://www.youtube.com/watch?v=_5x2AdBNVrA,Hot Portfolio | Top 5 High-Conviction Picks for Feb 2026,Sharekhan,Irrelevant,,3513,111,13 Feb 2026
https://www.youtube.com/watch?v=c0-SrmSPdEk,"Australian Employer Visas Update: Compliance Risks, Salary Thresholds & Emerging Trends Shaping",Kris Ahn Lawyers,Irrelevant,,27,0,13 Feb 2026
https://www.youtube.com/watch?v=nxVRUcNv7lA,"2026 Lamborghini Revuelto Phantom | Performance, Interior & Top Speed",CarVibe Hub,Irrelevant,,11,0,13 Feb 2026
https://www.youtube.com/watch?v=fJZldF1LzeU,貴妃宮裡得了傳染病，竟被皇帝直接隔離了！ #周迅 #霍建華 #青櫻傳#中國電視劇,娱乐撩剧团,Irrelevant,,990,7,13 Feb 2026
https://www.youtube.com/watch?v=ZrPM9NB5h6U,Dear Future Husband – Meghan Trainor | Live Cover on Twitch | Nicole Idanan #livecover #twitchmusic,Nicole Idanan,Irrelevant,,26,0,13 Feb 2026
https://www.youtube.com/watch?v=CBkQooXo6zk,"Asesina Famosa Odia a los Hombres, Finge Ser Pobre y se Casa con un CEO—Final Impactante!",Toro TV,Irrelevant,,5259,35,13 Feb 2026
https://www.youtube.com/watch?v=B6kkhVdYYAw,一口氣看完【閃婚後被老公深情溺愛】醫學院生鹿珂意外懷孕獨自扛下，卻與盛燁總裁周應川重逢，原來她是總裁的救命恩人、孩子的媽。周應川執意閃婚，將她寵成掌心寶，一路護妻護胎，閃婚後全是深情溺愛的甜寵日常～,心動甜度屋,Irrelevant,,7095,54,13 Feb 2026
https://www.youtube.com/watch?v=kxEGkRbhkDI,EP02 💰穿越妖妃人生开挂，财爱双收爽到飞起💥穿越妖妃❌傀儡帝王❤️‍🔥“双穿+轮回+悬疑喜剧”💖炮灰纸片人觉醒，逆袭登帝！《恃宠 The Spoiled Favorite 》（方瑾/周昊杉主演）,剧盒—独播剧场 Drama Box Exclusive,Irrelevant,,539,8,13 Feb 2026
https://www.youtube.com/watch?v=YrvBGDuFNvo,Casper U. Mortensen geht zurück nach Dänemark! Simic ist zurück! Rekord-Versuch des TH Eilbeck,fomtastisch,Irrelevant,,412,49,13 Feb 2026
https://www.youtube.com/watch?v=RaegJiT8k_0,Ancient Civilizations of Ancient Greece | The Forgotten Cities | Sleep History,Whispered Empires,Irrelevant,,124,2,13 Feb 2026
https://www.youtube.com/watch?v=uOBLvOkqNpQ,Severe Weather Update 13.2.2026 Severe Thunderstorm Outbreak!!!,Oz Industries Forecasting,Irrelevant,,219,6,13 Feb 2026
https://www.youtube.com/watch?v=Op2dJisgimw,睜眼穿成惡毒女配，只要讓總裁和他的3個哥哥對她厭惡值100%，就能拿著巨額補償金美美跑路，哪料心聲暴露被總裁全家聽得一清二楚，劇情徹底跑偏，她越作總裁越愛，成為全家掌心寶,追劇鴨,Irrelevant,,187298,4996,13 Feb 2026
https://www.youtube.com/watch?v=6WsXeOkHwyc,"Katz questioned during police HQ inquiry | CTV News Winnipeg at Six for Feb. 12, 2026",CTV News,Irrelevant,,2565,7,13 Feb 2026
https://www.youtube.com/watch?v=Sa8KzFNa1RA,"【FULL】The System Bureau Gave the Grim Reaper a Mission,the Target Is His Reincarnated Love#minidrama",RushMiniDrama,Irrelevant,,8262,188,13 Feb 2026
https://www.youtube.com/watch?v=Mg4kvtrgTNU,"Fajr Azan Live from Masjid Nabawi, Madina 🌙 | #mohsinveervlogs #shorts ",MOHSIN VEER VLOGS,Irrelevant,,38,6,13 Feb 2026
https://www.youtube.com/watch?v=HIqxrEJPcJQ,"Condominium Law Group Zoom Q&A - February 11, 2026","Condominium Law Group, PLLC",Irrelevant,,72,0,13 Feb 2026
https://www.youtube.com/watch?v=hKgJAH8HKyE,BANK 404 — Arrival Protocol,World Bank 404,Irrelevant,,29,2,13 Feb 2026
https://www.youtube.com/watch?v=dKxHmVNNZSc,Top Story with Tom Llamas - Feb. 12  | NBC News NOW,NBC News,Irrelevant,,55283,242,13 Feb 2026
https://www.youtube.com/watch?v=wZgF7eeEiOA,Best Game Trailers From Playstation State Of Play 2026,PinkPixelPoP,Irrelevant,,605,1,13 Feb 2026
